marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,14843277,R2W7Z63EKT2DV0,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,1,2,2,N,Y,Does not work,"Did not work, return policy do not allows you to return. this product was defective, sucks I can not return it. Save your bucks and do not buy it!",8/9/2015
US,159411,R3F1BEEFLSEB9,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,Beauty,5,2,2,N,Y,Great for curly hair!!,"I have 3B curly hair and the diffuser attachment works amazing, it doesn't make my hair frizzy but provides a lift to my roots. The dryer is super lightweight and is very quite. I keep it on low and the power is still amazing, it cut my hair routine by half. I would highly recommend this to anyone with 3B curly hair.",8/9/2015
US,39836603,R2PE3TZXSV3DF,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,1,1,1,N,Y,Please don't buy this item,Please don't buy this. I used this for just 3 or 4 times and now started getting coil burning smell when I turn it on. It should go to trash now.,8/8/2015
US,1022938,R35TQMIS4SHJ4O,B000RZLL38,983445543,oster tourmaline wall mount hair dryer 76932-710,Beauty,3,1,1,N,Y,"Like these for my rentals, but.. had one to quit on me although it's brand new","I like the looks of these and have purchased a number of them for the rentals I manage as they mount on the wall. Out of about six I've bought, I have had one that I purchased in May 2015 to quit working, although it's had very little use. But, I am replacing it with the same type.",8/8/2015
US,10812990,R30IT42Y73N1CH,B0012DL8B4,897437023,conair vagabond folding handle 1875 watt compact hair dryer 1 ea,Beauty,2,2,2,N,Y,Can't turn the voltage switch,"The hair dryer is fine if you don't need to change the voltage, but I bought it for international traveling, and it's a big con for me that the switch doesn't turn to 250 volts. It looks as though it can easily turn with a coin. Do not be fooled. It's impossible to turn the switch to 250 volts. I stripped the switch bare trying to turn the damn thing. I can barely see where the arrow is, which points to which voltage setting it's at. Luckily for me (sarcasm), mine is permanently at 125 volts. Maybe mine was faulty, but I was definitely not happy with this product. Would not recommend to a friend. Two stars only because the hair dryer itself works fine and because it's cheap.",8/7/2015
US,11821084,R1WN126DEQYYLR,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,My wife loves it (I did good on this one),"It will seriously dim the lights in your house, but man can it dry hair!",8/7/2015
US,20700289,R1H4ALKPZRT3Q,B00BBCVPAU,16483457,conair pro hair dryer,Beauty,5,2,4,N,Y,Im a dude first off. At first I thought ...,Im a dude first off. At first I thought it was real heavy then I got used to it however this is my first hair dryer as I am growing my hair longer. Ladies beware of the weight however it drys my hair very quickly its about 4 in all the way around right now and takes about 30sec tops completely dry. When you buy it there is multiple settings you just have to play with the two switches that flip up and down. NOT PICTURED IT COMES WITH A FUNNEL AND THE FUNNEL WITH THE COMB ON BOTH SIDES!!!!!!!!<br />Im 1 for 1<br />Take my advice at your own risk.,8/7/2015
US,48569242,R39O6U6DHMWRVQ,B00QNC39TI,828468145,mhd professional salon grade 1875w low noise ionic ceramic ac infrared heat hair dryer plus one concentrator and one diffuser black color,Beauty,1,39,46,N,Y,Defective switch on the product.,"When I first received this I absolutely loved it.  Great power, the cord was sturdy and extra long, and it worked really well.  However, I am returning it for a refund, because one month after getting it, the &#34;hi - lo&#34; switch stopped working and it would only work on &#34;high&#34;.  I thought I could live with that but this morning when I was using it the switch in the handle started feeling really hot and smoke started coming out of it.  So I don't know if it was just a fluke and this particular one was defective, or if it is something that happens often with this model.  I was really disappointed though because I was really pleased with it when it was working as it was supposed to.",8/6/2015
US,12489776,R22Q4RFWDQ5V3S,B000065DJY,919751065,revlon 1875w volumizing hair dryer,Beauty,5,1,1,N,Y,I really like this product,I really like this product. The cord seems to be way longer than what I am used to. I really like the tools it comes with...,8/5/2015
US,11189169,RVXV17K9CHMY0,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,Beauty,4,1,2,N,Y,Works great,"I have both straight and curly hair (blow dryer + round brush, straight. A little curl spray & diffuser, curly), so I've owned tons of blow dryers. This diffuser is great. I diffuse with my hair upside-down & it gives me big full curls. Others have said their long hair has gotten stuck in it & that hasn't been  the case for me. Only reason I gave it 4 stars & not 5 is because it's larger & heavier than I expected.",8/5/2015
US,29585379,R37XX9UMWV0KUC,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),Beauty,1,19,41,N,Y,Safety issue,"Within less than four months, I noticed a fiery red glow within the barrel and had to stop using for fear of my hair catching on fire.  The company was nice enough to refund my money once I could finally get hold of someone (note there are no phone numbers provided with the dryer or on their website), however I do not recommend due to safety issues.",8/4/2015
US,1425116,R2B10M2L754QIH,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,Beauty,3,1,1,N,Y,The hose and bonnet does not stay connected. It ...,The hose and bonnet  does not  stay connected  . It needs to have  way to lock it in place.,8/4/2015
US,43424342,RSRS254DH7B50,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,Beauty,1,1,2,N,Y,disappointing for my waves,"Meh, it just doesn't work that well for me.  I think the diffuser needs to be smaller and curved more to better fit the shape of a person's head.  Somehow my wavy curls end up being too smooshed flat against my head, then sticking out toward the ends.  Not a fan, wish i hadn't tossed the box.",8/4/2015
US,25665537,R2MUHNYPW2HWBP,B000RZLL38,983445543,oster tourmaline wall mount hair dryer 76932-710,Beauty,4,1,1,N,Y,the product is very nice in display and function,"I have owned this product. It lasted 3 years. The fan blades shattered into pieces.  I chose to replace it with the same unit. That translates into $10 /yr.  Prior to the Oster I had Sunbeams. One lasted 8 years. They are no longer available. There cost was 2/3'rds the cost of the Oster. Where are the economical competitors? Functionally, the latest Oster is much improved regarding sound. In fact it is whisper quiet by comparison. Overall, the product is very nice in display and function.",8/3/2015
US,49447241,R1UZ4ZOFKLYFTU,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,2,1,1,N,Y,Internal sparks after less than a year!,I just signed in to find when I ordered this and it was last October. It has worked fine until it began having little sparks in last couple of days internally. Would not recommend this because of that hazard and only getting less than 1 year out of it.,8/2/2015
US,11240891,R1485XN188W1S9,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,Beauty,5,3,5,N,Y,perfect lightweight dryer for curly heads,"THIS DRYER IS THE BEST I've used for my very curly hair. I DRY MY HAIR SECTION AT A TIME BY HOLDING THE DRYER CLOSE TO THE SCALP, AND SQUISHING THE HAIR INTO THE DIFFUSER. AFTER ABOUT 6 minutes my hair is completely dry. THEN I MASSAGE MY SCALP BUT I NEVER PUT MY HANDS THROUGH THE ENDS. IT IS CALLED THE PIXIE METHOD OF DRYING. I NEVER HAVE A BAD HAIR DAY ANYMORE.",8/1/2015
US,9129123,R1E4NGFC7ODLH2,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,Beauty,5,1,1,N,Y,Best hair dryer I've ever used~,"After my $60+ salon brand hair dryer crapped out on me after like 4 months, I decided to just look for a hair dryer with a great price. I did not even realize that it's a conditioning dryer and now my hair never looked better! My old dryer made my hair look dry and unhealthy and I can't believe how much better it looks now. I love it!! It doesn't get super hot but dries my long thick hair fast and fluffy. I've had it for a little over a year now and it is still working great.",7/31/2015
US,44556487,R1VBBV8NBB9OVV,B0057HQ6C2,582752797,"pibbs ttec8012 twin turbo 3800 professional ionic and ceramic hair dryer, black, 2100 watt",Beauty,5,2,2,N,Y,Best Blow Dryer!,"Love this blow dryer. For those of you who have curly hair and have issues with bigger dyers, this is the one for you!",7/31/2015
US,13114124,R2P2C53T8NF0Q9,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,4,1,2,N,Y,Haiku Review,Blows hot air around<br />But now we really want it<br />Hope it doesn't melt,7/30/2015
US,43222449,R3DAV1RU32KB6,B0007NZPY6,16483457,conair pro hair dryer,Beauty,5,4,4,N,Y,Best blow dryer I have ever owned,Best blow dryer I have ever owned! My 4C hair gets pretty straight using this not even on the high setting!,7/29/2015
US,46816576,R287CBOQ7YGCZQ,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,Beauty,4,1,1,N,Y,This is a really good dryer. I have had it for five months,"This is a really good dryer. I have had it for five months, and it works well. I wish it was higher powered, but I wouldn't return it!",7/28/2015
